LICHSGFIN,358.95,396.75,355.00,385.30,39.80,11.52,272.96,1,054.57,542.45,329.65,-2.46,4.11
CANFINHOME,581.00,642.00,580.00,617.45,41.20,7.15,33.64,208.65,722.00,455.25,28.88,9.37
LAURUSLABS,440.00,505.80,440.00,497.80,33.10,7.12,114.01,548.32,723.75,333.05,35.90,-5.90
COFORGE,4,601.50,4,825.00,4,560.00,4,690.00,289.20,6.57,13.44,636.94,6,135.00,2,300.00,91.58,-17.07
BATAINDIA,1,975.80,2,089.95,1,970.00,2,080.00,124.10,6.34,8.96,185.23,2,262.00,1,263.60,37.46,13.89
INDIAMART,4,605.75,4,898.45,4,580.50,4,830.00,265.75,5.82,6.74,321.28,9,950.00,4,301.10,-39.27,-24.90
ATUL,9,493.00,10,198.00,9,418.50,9,948.50,530.00,5.63,1.07,105.45,10,969.00,6,222.00,56.05,12.69
STAR,375.00,400.90,375.00,394.70,20.95,5.61,15.89,62.42,947.00,367.10,-51.67,-12.96
PERSISTENT,4,100.00,4,360.25,4,077.80,4,283.00,216.20,5.32,4.59,196.85,4,987.50,1,482.25,182.92,-7.83
LTTS,4,378.30,4,654.00,4,374.00,4,585.00,229.60,5.27,4.95,226.09,5,955.50,2,356.35,85.50,-16.29
DEEPAKNTR,2,129.90,2,281.70,2,129.90,2,227.00,100.10,4.71,11.11,248.29,3,020.00,941.20,130.42,-8.82
APOLLOHOSP,4,346.00,4,565.00,4,335.25,4,480.00,187.75,4.37,9.32,419.16,5,935.40,2,528.10,72.28,-7.52
MINDTREE,3,646.40,3,858.45,3,636.55,3,737.90,152.70,4.26,14.47,544.51,5,060.00,1,550.20,119.52,-19.95
COROMANDEL,765.00,792.90,763.50,789.95,30.75,4.05,4.66,36.51,956.00,709.35,-4.16,5.20
SUNTV,477.35,501.60,476.50,493.90,18.90,3.98,12.14,60.00,612.00,450.00,1.28,0.41
TATACHEM,919.00,956.60,919.00,947.00,36.10,3.96,22.35,210.80,1,158.00,466.00,92.15,4.34
NTPC,140.00,144.00,138.00,140.25,5.25,3.89,340.10,479.36,152.10,88.15,53.61,13.01
IRCTC,825.75,860.00,817.00,845.00,31.20,3.83,55.41,469.42,1,279.26,284.45,-41.25,-2.14
NAM-INDIA,323.60,339.55,322.15,336.45,12.05,3.71,10.81,36.08,476.45,270.00,5.92,-2.39
CUMMINSIND,915.00,944.80,915.00,940.00,33.45,3.69,3.57,33.46,1,064.45,607.75,50.53,0.06
IDFC,63.15,65.00,63.00,64.75,2.15,3.43,175.49,113.14,66.00,41.15,48.68,14.30
CONCOR,620.00,647.85,620.00,637.00,20.85,3.38,15.64,100.06,754.40,421.00,47.13,4.12
MPHASIS,2,989.45,3,110.00,2,974.30,3,031.10,97.10,3.31,4.74,144.74,3,659.75,1,511.00,91.14,-8.97
INTELLECT,742.00,779.00,737.85,756.60,24.00,3.28,7.30,55.79,892.00,313.55,137.96,10.07
NAVINFLUOR,3,749.00,4,039.45,3,745.00,3,855.00,119.85,3.21,1.58,61.38,4,329.00,2,217.40,55.98,-9.02
M&MFIN,157.50,166.95,157.50,161.60,5.00,3.19,71.65,117.07,224.30,138.55,-5.96,9.93
L&TFH,72.90,76.20,72.80,74.75,2.30,3.17,95.26,71.54,113.40,70.20,-14.67,-4.47
NMDC,136.35,141.15,135.00,138.45,4.25,3.17,98.53,136.36,213.20,103.65,29.63,4.33
INDHOTEL,203.50,211.80,202.00,207.05,6.35,3.16,70.78,147.37,230.49,91.02,66.24,13.27
UBL,1,516.25,1,575.00,1,516.05,1,554.00,46.80,3.11,3.53,54.63,1,785.80,1,051.40,19.42,0.44
CADILAHC,385.15,402.70,385.10,396.35,11.95,3.11,29.93,118.51,673.70,380.25,-14.22,-13.50
DALBHARAT,1,672.25,1,838.25,1,672.25,1,779.95,53.60,3.10,4.60,82.61,2,548.40,1,115.50,53.84,-4.55
SBICARD,841.40,875.55,841.40,869.45,25.05,2.97,12.68,110.05,1,165.00,781.20,-10.37,-4.75
AMARAJABAT,606.90,621.50,602.05,616.20,17.20,2.87,7.69,47.38,1,009.00,584.25,-35.56,-0.26
LTI,5,760.00,6,094.00,5,760.00,5,910.10,164.40,2.86,7.21,431.95,7,588.80,3,525.00,46.81,-18.73
METROPOLIS,2,460.05,2,562.70,2,460.05,2,519.85,69.70,2.84,1.72,43.47,3,579.90,1,848.00,20.38,-26.86
SYNGENE,561.40,572.85,556.30,570.30,15.50,2.79,5.12,29.07,700.00,490.50,-3.09,-4.50
PEL,2,320.00,2,419.95,2,315.00,2,365.00,59.60,2.59,5.09,121.32,3,014.95,1,303.60,66.41,-8.96
AUROPHARMA,619.20,638.00,612.40,624.50,15.70,2.58,23.07,145.11,1,063.90,590.10,-34.92,-13.89
MFSL,909.60,945.45,895.00,917.30,23.00,2.57,6.39,59.29,1,148.05,659.10,34.48,-5.38
GRANULES,296.00,308.00,296.00,301.35,7.35,2.50,14.61,44.23,404.80,280.50,-15.05,-10.51
UPL,778.00,806.50,777.55,791.10,19.15,2.48,40.08,318.54,864.70,510.00,37.76,3.85
AARTIIND,979.15,1,028.50,975.00,996.85,24.05,2.47,8.87,89.58,1,168.00,536.28,-11.87,0.71
MANAPPURAM,154.00,160.50,153.95,157.10,3.75,2.45,46.67,74.01,224.50,139.10,1.72,-5.67
WHIRLPOOL,1,809.80,1,874.00,1,800.05,1,835.00,43.30,2.42,2.36,43.77,2,740.00,1,712.00,-27.68,4.27
AMBUJACEM,354.40,367.10,353.00,360.10,8.45,2.40,31.58,114.35,442.50,241.75,42.61,-5.29
BALRAMCHIN,420.00,434.55,418.40,424.65,9.85,2.37,18.19,77.53,459.85,157.00,143.84,23.80
PAGEIND,41,256.00,43,150.45,41,249.85,41,770.30,965.95,2.37,0.23,99.02,45,600.00,27,000.00,44.62,4.85
NATIONALUM,107.30,112.20,107.15,108.75,2.50,2.35,237.71,260.48,127.95,45.30,127.04,8.70
GLENMARK,479.20,496.65,476.00,487.55,11.20,2.35,6.53,31.99,690.95,442.05,0.34,-5.02
SRF,2,390.00,2,484.15,2,387.30,2,403.90,54.85,2.33,11.12,270.20,2,680.00,1,026.21,-55.17,0.62
HDFCAMC,2,174.90,2,251.40,2,141.80,2,190.00,49.25,2.30,8.05,177.25,3,365.00,2,118.00,-24.99,-9.43
JUBLFOOD,3,298.40,3,445.00,3,269.70,3,317.00,73.95,2.28,10.16,341.83,4,590.00,2,543.95,25.73,-5.43
ACC,2,179.90,2,238.55,2,173.85,2,214.75,47.05,2.17,2.72,60.47,2,589.00,1,584.20,35.22,2.95
SUNPHARMA,816.00,842.90,812.10,829.45,17.35,2.14,50.74,422.18,871.00,550.40,45.57,1.76
MARICO,463.45,475.60,462.00,472.50,9.25,2.00,14.22,67.03,607.70,379.10,14.56,-5.64
MOTHERSUMI,175.20,181.45,175.05,177.50,3.35,1.92,41.52,74.29,272.85,143.15,17.47,-18.62
JINDALSTEL,380.00,396.75,380.00,382.50,7.00,1.86,60.25,234.20,501.70,257.15,40.60,-0.18
NBCC,46.55,47.55,46.30,46.60,0.85,1.86,55.46,26.01,59.80,29.60,54.05,7.13
INDIACEM,222.90,231.40,221.85,223.80,3.95,1.80,44.41,100.97,259.95,153.70,34.66,17.33
BERGEPAINT,720.00,739.45,719.50,726.95,12.75,1.79,5.23,38.28,872.95,675.05,-0.72,-3.41
TATACONSUM,706.50,729.90,706.50,718.50,12.55,1.78,20.74,149.93,889.00,554.25,25.47,-1.16
INDUSINDBK,897.00,925.75,895.00,903.70,15.60,1.76,55.20,503.35,1,242.00,789.00,10.19,5.99
ONGC,167.55,174.70,166.25,168.50,2.80,1.69,327.90,562.51,174.70,87.75,87.85,20.79
HINDPETRO,310.15,322.60,310.00,313.50,5.20,1.69,42.42,133.93,354.80,212.30,44.70,6.54
IBULHSGFIN,210.80,218.00,210.20,211.90,3.45,1.66,108.29,232.10,313.70,154.20,7.18,-3.77
GMRINFRA,40.25,41.50,40.15,40.65,0.65,1.63,123.78,50.69,49.15,22.50,59.41,-12.30
BSOFT,453.15,462.00,443.10,445.00,7.10,1.62,57.34,258.41,585.85,215.90,72.55,-17.59
ASTRAL,2,092.00,2,145.95,2,092.00,2,107.00,33.25,1.60,5.24,110.99,2,630.00,1,411.20,27.08,-5.77
ABB,2,241.00,2,315.85,2,190.00,2,259.50,35.05,1.58,2.66,59.94,2,468.10,1,298.55,62.69,2.37
CROMPTON,412.40,422.35,411.95,418.40,6.45,1.57,16.70,69.62,512.80,350.35,-2.25,-3.88
DLF,376.50,389.50,376.20,380.00,5.85,1.56,52.80,202.64,449.70,231.85,46.86,-1.50
MCDOWELL-N,852.00,875.40,845.75,855.00,12.90,1.53,22.46,193.33,1,019.95,507.50,32.58,-4.96
GSPL,295.00,303.85,294.80,299.25,4.50,1.53,3.54,10.66,379.20,190.90,53.11,1.34
M&M,864.40,896.00,860.40,871.00,12.95,1.51,42.09,371.00,979.00,724.65,13.12,3.85
APOLLOTYRE,216.70,223.75,214.35,216.25,3.20,1.50,32.02,70.24,261.25,192.40,7.13,0.56
PVR,1,562.40,1,638.35,1,542.30,1,559.10,22.95,1.49,15.92,253.28,1,839.00,988.35,5.46,21.31
HINDCOPPER,123.40,128.15,123.25,123.80,1.80,1.48,53.13,66.72,196.75,54.65,111.62,-0.48
IOC,123.30,127.05,123.30,124.50,1.80,1.47,99.97,125.34,141.50,86.75,36.21,10.86
BEL,206.75,211.00,205.35,207.85,2.95,1.44,82.22,171.40,228.00,115.85,56.63,0.39
GODREJPROP,1,630.00,1,705.75,1,620.15,1,633.00,23.05,1.43,11.01,183.32,2,598.00,1,200.00,25.89,-12.00
APLLTD,714.00,755.45,714.00,746.60,10.55,1.43,2.76,20.48,1,038.00,714.00,-21.50,-6.39
LUPIN,893.40,922.00,889.20,900.50,12.40,1.40,11.23,101.42,1,267.65,853.50,-16.02,-1.76
BHARTIARTL,714.90,754.00,701.65,717.00,9.75,1.38,214.51,1,541.34,781.80,494.60,25.61,5.43
TATAPOWER,244.70,250.00,242.85,244.35,3.30,1.37,345.24,851.19,267.85,74.45,221.72,10.27
ITC,215.10,219.25,215.10,217.50,2.90,1.35,152.77,333.22,265.30,199.10,3.25,-1.16
OBEROIRLTY,899.90,926.00,889.50,898.45,11.95,1.35,9.74,88.38,1,051.90,510.00,67.40,3.90
PFIZER,4,421.00,4,540.00,4,421.00,4,495.90,59.60,1.34,0.20,9.02,6,175.00,4,330.00,-4.49,-10.92
FSL,151.40,158.95,149.50,151.75,2.00,1.34,58.99,91.11,242.85,84.20,69.55,-16.04
ABCAPITAL,118.95,121.80,117.75,118.50,1.55,1.33,40.93,48.96,139.70,78.85,47.39,-1.04
WIPRO,550.10,564.95,546.65,552.00,7.25,1.33,149.50,833.46,739.85,397.75,23.64,-21.75
TCS,3,646.00,3,729.80,3,646.00,3,697.85,48.60,1.33,31.44,1,164.15,4,043.00,2,880.00,13.39,-0.23
IDFCFIRSTB,46.45,47.50,46.35,46.55,0.60,1.31,280.62,131.75,69.30,40.75,-2.62,-1.79
ABFRL,288.90,295.50,285.10,288.00,3.70,1.30,36.19,105.25,318.70,148.50,77.67,6.71
BHARATFORG,722.80,748.95,721.95,727.95,8.95,1.24,8.64,63.82,847.95,555.75,20.96,3.69
DABUR,533.25,542.50,531.10,535.45,6.40,1.21,14.26,76.52,658.95,497.05,1.51,-4.80
PETRONET,213.10,218.20,212.50,214.55,2.55,1.20,25.86,55.84,260.95,206.50,-9.78,-1.27
ALKEM,3,382.00,3,461.30,3,382.00,3,420.00,39.30,1.16,2.83,96.43,4,070.00,2,540.05,12.15,-1.87
RAIN,217.00,222.75,217.00,217.50,2.45,1.14,14.56,32.03,272.75,121.40,74.28,5.10
MGL,813.20,830.70,812.00,818.20,9.25,1.14,4.78,39.32,1,284.40,793.30,-21.60,-4.73
SAIL,97.65,100.40,97.15,97.45,1.05,1.09,370.00,365.37,151.30,55.30,70.07,-10.43
POLYCAB,2,498.00,2,580.50,2,492.35,2,516.00,26.95,1.08,3.40,86.23,2,771.75,1,126.10,112.73,4.99
EXIDEIND,174.90,178.75,174.25,175.50,1.85,1.07,19.16,33.94,219.30,152.60,-10.85,4.19
DELTACORP,275.90,282.90,274.45,275.30,2.90,1.06,26.48,73.75,308.50,138.00,94.97,2.36
BRITANNIA,3,494.15,3,595.00,3,494.15,3,530.00,35.85,1.03,2.49,88.13,4,153.00,3,317.30,-2.24,-0.58
